data_autuacao	cod_disciplina_ufabc_edit	disciplina_ufabc_edit	ch_disciplina_ufabc_edit	disciplina_fora	disciplina 1	disciplina 2	disciplina 3	disciplina 4	disciplina 5	disciplina 6	disciplina 7	disciplina 8	disciplina 9	Parecer
2024.2	ESTO008-17	MECÂNICA DOS SÓLIDOS I	48h	ECA B 10301 / MECÂNICA GERAL / 66,67H / 2022.1 / FACULDADE ENGENHEIRO SALVADOR ARENA	ECA B 10301 / MECÂNICA GERAL / 66,67H / 2022.1 / FACULDADE ENGENHEIRO SALVADOR ARENA	ECA B 10401 / MECÂNICA DOS SÓLIDOS / 33,33H / 2023.1 / FACULDADE ENGENHEIRO SALVADOR ARENA								Indeferido
2024.2	LIE0001-19	METODOLOGIAS DE PESQUISA EM EDUCAÇÃO	24h	ECA B 10406 / METODOLOGIA CIENTÍFICA E TECNOLÓGICA / 33,33H / 2023.1 / FACULDADE ENGENHEIRO SALVADOR ARENA	ECA B 10406 / METODOLOGIA CIENTÍFICA E TECNOLÓGICA / 33,33H / 2023.1 / FACULDADE ENGENHEIRO SALVADOR ARENA									Deferido
2024.2	BCL0307-15	TRANSFORMAÇÕES QUÍMICAS	60h	ECA B 10203 / QUÍMICA GERAL / 66,67H / 2022.1 / FACULDADE ENGENHEIRO SALVADOR ARENA	ECA B 10203 / QUÍMICA GERAL / 66,67H / 2022.1 / FACULDADE ENGENHEIRO SALVADOR ARENA									Indeferido
2024.2	ESTO011-17	FUNDAMENTOS DE DESENHO TÉCNICO	24h	800000658 / Desenho Técnico / 40H / 2016.1 / Universidade São Judas Tadeu	800000658 / Desenho Técnico / 40H / 2016.1 / Universidade São Judas Tadeu									Indeferido
2024.2	ESTA010-17	SENSORES E TRANSDUTORES	48h	EEL-108 /Sensores e Dispositivos de Comunicação sem fio / 144H / 2017.1 / Universidade Federal do ABC	EEL-108 /Sensores e Dispositivos de Comunicação sem fio / 144H / 2017.1 / Universidade Federal do ABC									Indeferido
2024.2	ESHC028-17	ECONOMIA POLÍTICA	48h	XXXX / Ética e Desenvolvimento Sustentável / 72 h / 2018.1 / UNINTER	XXXX / Ética e Desenvolvimento Sustentável / 72 h / 2018.1 / UNINTER									Indeferido
2024.2	NHH2028-13	FILOSOFIA POLÍTICA	48h	XXXX / Sociologia Clássica/ 72 h / 2018.2 / UNINTER	XXXX / Sociologia Clássica/ 72 h / 2018.2 / UNINTER									Indeferido
2024.2	ESHP014-13	INTRODUÇÃO ÀS POLÍTICAS PÚBLICAS	48h	XXXX / Políticas públicas / 72 h / 2018.2 / UNINTER	XXXX / Políticas públicas / 72 h / 2018.2 / UNINTER									Deferido
2024.2	NHI5015-15	LIBRAS	48h	XXXX / Libras / 56 h / 2018.1 / UNINTER	XXXX / Libras / 56 h / 2018.1 / UNINTER									Deferido
2024.2	ESHP016-13	MÉTODOS QUANTITATIVOS PARA CIÊNCIAS SOCIAIS	48h	XXXX / Análise de Conjuntura/ 72 h / 2017.2 / UNINTER	XXXX / Análise de Conjuntura/ 72 h / 2017.2 / UNINTER									Indeferido
2024.2	ESHC025-13	MICROECONOMIA I	48h	XXXX / Economia Macro e Micro / 72 h / 2018.2 / UNINTER	XXXX / Economia Macro e Micro / 72 h / 2018.2 / UNINTER									Indeferido
2024.2	ESHP019-13	REGIMES E FORMAS DE GOVERNO	48h	XXXX / Política Comparada / 72 h/ 2018.2 / UNINTER	XXXX / Política Comparada / 72 h/ 2018.2 / UNINTER									Deferido
2024.2	BCN0404-15	GEOMETRIA ANALÍTICA	36h	XXXX / GEOMETRIA ANALÍTICA E ÁLGEBRA VETORIAL / 60H / 2017.1 / UNIVERSIDADE ANHANGUERA DE SÃO PAULO	XXXX / GEOMETRIA ANALÍTICA E ÁLGEBRA VETORIAL / 60H / 2017.1 / UNIVERSIDADE ANHANGUERA DE SÃO PAULO									Deferido
2024.2	BIS0003-15	BASES MATEMÁTICAS	48h	5702/ CÁLCULO EM UMA VARIÁVEL / 108H / 2022.1 / UNIVERSIDADE FEDERAL DE SÃO PAULO	5702/ CÁLCULO EM UMA VARIÁVEL / 108H / 2022.1 / UNIVERSIDADE FEDERAL DE SÃO PAULO	7684/ LABORATÓRIO DE MATEMÁTICA / 36H / 2022.1 / UNIVERSIDADE FEDERAL DE SÃO PAULO								Deferido
2024.2	NHZ1003-15	BIOFÍSICA	48h	IB-302 / BIOFÍSICA / 60H / 2021.1 / UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO	IB-302 / BIOFÍSICA / 60H / 2021.1 / UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO									Deferido
2024.2	ESTO011-17	FUNDAMENTOS DE DESENHO TÉCNICO	24h	DE12A / Desenho Tecnico / 45h / 2021.1 / Universidade Tecnologica Federal do Parana	DE12A / Desenho Tecnico / 45h / 2021.1 / Universidade Tecnologica Federal do Parana									Deferido
2024.2	BCN0402-15	FUNÇÕES DE UMA VARIÁVEL	48h	2228 / CALCULO I / 72H / 2020.1 / UNIVERSIDADE FEDERAL DE SÃO PAULO	2228 / CALCULO I / 72H / 2020.1 / UNIVERSIDADE FEDERAL DE SÃO PAULO									Deferido
2024.2	BCN0407-15	FUNÇÕES DE VÁRIAS VARIÁVEIS	48h	2405 / CALCULO II / 72H / 2020.2 / UNIVERSIDADE FEDERAL DE SÃO PAULO	2405 / CALCULO II / 72H / 2020.2 / UNIVERSIDADE FEDERAL DE SÃO PAULO									Deferido
2024.2	BCN0405-15	INTRODUÇÃO ÀS EQUAÇÕES DIFERENCIAIS ORDINÁRIAS	48h	2586 / CALCULO III / 72H / 2021.1 / UNIVERSIDADE FEDERAL DE SÃO PAULO	2586 / CALCULO III / 72H / 2021.1 / UNIVERSIDADE FEDERAL DE SÃO PAULO									Indeferido
2024.2	ESTI002-17	ELETRÔNICA DIGITAL	72h	T3ED1 / ELETRONICA DIGITAL / 42,75H / 2018.2 / IFSP -INSTITUTO FEDERAL DE SÃO PAULO	T3ED1 / ELETRONICA DIGITAL / 42,75H / 2018.2 / IFSP -INSTITUTO FEDERAL DE SÃO PAULO	T3LD1 / LABORATORIO DE ELETRONICA DIGITAL 1 / 42,75H / 2018.2 / IFSP - INSTITUTO FEDERAL DE SÃO PAULO								Indeferido
2024.2	ESTO903-17	ENGENHARIA UNIFICADA II	24h	T2IDP / INTRODUÇÃO AO DESENVOLVIMENTO DE PROJETOS / 42,75H / 2018.1 / IFSP - INSTITUTO FEDERAL DE SÃO PAULO	T2IDP / INTRODUÇÃO AO DESENVOLVIMENTO DE PROJETOS / 42,75H / 2018.1 / IFSP - INSTITUTO FEDERAL DE SÃO PAULO									Deferido
2024.2	ESTO016-17	FENÔMENOS DE TRANSPORTE	48h	T3FTR / FENOMENOS DE TRANSPORTE / 57H / 2018.2 / IFSP - INSTITUTO FEDERAL DE SÃO PAULO	T3FTR / FENOMENOS DE TRANSPORTE / 57H / 2018.2 / IFSP - INSTITUTO FEDERAL DE SÃO PAULO									Deferido
2024.2	MCTA028-15	PROGRAMAÇÃO ESTRUTURADA	48h	T1PC1 / PROGRAMAÇÃO DE COMPUTADORES 1 / 42,75H / 2017.2 / IFSP - INSTITUTO FEDERAL DE SÃO PAULO	T1PC1 / PROGRAMAÇÃO DE COMPUTADORES 1 / 42,75H / 2017.2 / IFSP - INSTITUTO FEDERAL DE SÃO PAULO	T2PC2 / PROGRAMAÇÃO DE COMPUTADORES II / 42,75H / 2018.1 / IFSP - INSTITUTO FEDERAL DE SÃO PAULO								Deferido
2024.2	MCTB001-17	ÁLGEBRA LINEAR	72h	EB102/Geometria Analítica e Álgebra Linear/90H/2020.1/Universidade Estadual de Campinas	EB102/Geometria Analítica e Álgebra Linear/90H/2020.1/Universidade Estadual de Campinas									Deferido
2024.2	BIS0003-15	BASES MATEMÁTICAS	48h	EB101/Cálculo I/90H/2020.1/Universidade Estadual de Campinas	EB101/Cálculo I/90H/2020.1/Universidade Estadual de Campinas									Indeferido
2024.2	MCTA006-17	CIRCUITOS DIGITAIS	48h	EA772/Circuitos Lógicos/60H/2021.1/Universidade Estadual de Campinas	EA772/Circuitos Lógicos/60H/2021.1/Universidade Estadual de Campinas									Deferido
2024.2	BCJ0204-15	FENÔMENOS MECÂNICOS	60h	EB103/Física Geral I/60H/2020.1/Universidade Estadual de Campinas	EB103/Física Geral I/60H/2020.1/Universidade Estadual de Campinas									Deferido
2024.2	BCJ0205-15	FENÔMENOS TÉRMICOS	48h	EB203/Física Geral II/60H/2020.2/Universidade Estadual de Campinas	EB203/Física Geral II/60H/2020.2/Universidade Estadual de Campinas									Deferido
2024.2	BCK0103-15	FÍSICA QUÂNTICA	36h	TT418/Óptica e Relatividade/30H/2021.2/Universidade Estadual de Campinas	TT418/Óptica e Relatividade/30H/2021.2/Universidade Estadual de Campinas	TT420/Ciência dos Materiais/60H/2021.2/Universidade Estadual de Campinas								Indeferido
2024.2	BCN0402-15	FUNÇÕES DE UMA VARIÁVEL	48h	EB101/Cálculo I/90H/2020.1/Universidade Estadual de Campinas	EB101/Cálculo I/90H/2020.1/Universidade Estadual de Campinas	EB201/Cálculo II/90H/2020.2/Universidade Estadual de Campinas								Deferido
2024.2	BCN0407-15	FUNÇÕES DE VÁRIAS VARIÁVEIS	48h	EB201/Cálculo II/90H/2020.2/Universidade Estadual de Campinas	EB201/Cálculo II/90H/2020.2/Universidade Estadual de Campinas									Deferido
2024.2	BCN0404-15	GEOMETRIA ANALÍTICA	36h	F128/Física Geral I/60h/2021.1/Universidade Estadual de Campinas	F128/Física Geral I/60h/2021.1/Universidade Estadual de Campinas									Indeferido
2024.2	BCN0405-15	INTRODUÇÃO ÀS EQUAÇÕES DIFERENCIAIS ORDINÁRIAS	48h	EB301/Cálculo III/90H/2021.1/Universidade Estadual de Campinas	EB301/Cálculo III/90H/2021.1/Universidade Estadual de Campinas									Indeferido
2024.2	MCTA028-15	PROGRAMAÇÃO ESTRUTURADA	48h	TT214/Linguagem e Técnica de Programação I/60H/2020.2/Universidade Estadual de Campinas	TT214/Linguagem e Técnica de Programação I/60H/2020.2/Universidade Estadual de Campinas									Deferido
2024.2	MCTA018-13	PROGRAMAÇÃO ORIENTADA A OBJETOS	48h	TT314/Orientação a Objetos/60H/2021.1/Universidade Estadual de Campinas	TT314/Orientação a Objetos/60H/2021.1/Universidade Estadual de Campinas									Indeferido
2024.2	BCL0307-15	TRANSFORMAÇÕES QUÍMICAS	60h	TT217/Química Aplicada/60h/2020.2/Universidade Estadual de Campinas	TT217/Química Aplicada/60h/2020.2/Universidade Estadual de Campinas									Indeferido
2024.2	ESTM004-17	CIÊNCIA DOS MATERIAIS	48h	9763 / Ciência dos materiais / 50H / 2024.1 / UNIVERSIDADE SANTO AMARO	9763 / Ciência dos materiais / 50H / 2024.1 / UNIVERSIDADE SANTO AMARO									Indeferido
2024.2	BIS0003-15	BASES MATEMÁTICAS	48h	1002 / MATEMÁTICA / 90H / 2021.1 / UNIVERSIDADE FEDERAL DE SANTA MARIA	1002 / MATEMÁTICA / 90H / 2021.1 / UNIVERSIDADE FEDERAL DE SANTA MARIA									Indeferido
2024.2	ESHC002-17	CONTABILIDADE BÁSICA	48h	CTB106 / CONTABILIDADE GERAL / 60H / 2021.1 / UNIVERSIDADE FEDERAL DE SANTA MARIA	CTB106 / CONTABILIDADE GERAL / 60H / 2021.1 / UNIVERSIDADE FEDERAL DE SANTA MARIA									Deferido
2024.2	ESHC027-17	ECONOMIA MATEMÁTICA	48h	1050 / ECONOMIA MATEMÁTICA / 60H / 2021.2 / UNIVERSIDADE FEDERAL DE SANTA MARIA	1050 / ECONOMIA MATEMÁTICA / 60H / 2021.2 / UNIVERSIDADE FEDERAL DE SANTA MARIA									Deferido
2024.2	ESHT006-17	ECONOMIA URBANA	48h	CIE140 / ECONOMICA REGIONAL E URBANA / 60H / 2022.2 / UNIVERSIDADE FEDERAL DE SANTA MARIA	CIE140 / ECONOMICA REGIONAL E URBANA / 60H / 2022.2 / UNIVERSIDADE FEDERAL DE SANTA MARIA									Indeferido
2024.2	ESHC016-17	FINANÇAS CORPORATIVAS	48h	1049 / FINANÇAS II / 60H / 2023.1 / UNIVERSIDADE FEDERAL DE SANTA MARIA	1049 / FINANÇAS II / 60H / 2023.1 / UNIVERSIDADE FEDERAL DE SANTA MARIA									Indeferido
2024.2	ESHC019-17	HISTÓRIA DO PENSAMENTO ECONÔMICO	48h	1068 / HISTÓRIA DO PENSAMENTO ECONÔMICO / 60H / 2021.1 / UNIVERSIDADE FEDERAL DE SANTA MARIA	1068 / HISTÓRIA DO PENSAMENTO ECONÔMICO / 60H / 2021.1 / UNIVERSIDADE FEDERAL DE SANTA MARIA									Deferido
2024.2	ESHC020-17	HISTÓRIA ECONÔMICA GERAL	48h	1070 / HITÓRIA ECONÔMICA GERAL / 60H / 2021.2 / UNIVERSIDADE FEDERAL DE SANTA MARIA	1070 / HITÓRIA ECONÔMICA GERAL / 60H / 2021.2 / UNIVERSIDADE FEDERAL DE SANTA MARIA									Deferido
2024.2	BHO1102-19	INTRODUÇÃO À ECONOMIA	36h	1046 / INTRODUÇÃO À ECONOMIA / 90H / 2021.1 / UNIVERSIDADE FEDERAL DE SANTA MARIA	1046 / INTRODUÇÃO À ECONOMIA / 90H / 2021.1 / UNIVERSIDADE FEDERAL DE SANTA MARIA									Deferido
2024.2	BIN0406-15	INTRODUÇÃO À PROBABILIDADE E À ESTATÍSTICA	36h	1116 / ESTATÍSTICA PARA ECONOMIA I / 60H / 2022.1 / UNIVERSIDADE FEDERAL DE SANTA MARIA	1116 / ESTATÍSTICA PARA ECONOMIA I / 60H / 2022.1 / UNIVERSIDADE FEDERAL DE SANTA MARIA									Deferido
2024.2	ESHC022-17	MACROECONOMIA I	48h	1054 / MACROECONOMIA I / 60H / 2022.1 / UNIVERSIDADE FEDERAL DE SANTA MARIA	1054 / MACROECONOMIA I / 60H / 2022.1 / UNIVERSIDADE FEDERAL DE SANTA MARIA									Deferido
2024.2	ESHC032-17	MACROECONOMIA II	48h	1055 / MACROECONOMIA II / 60H / 2022.2 / UNIVERSIDADE FEDERAL DE SANTA MARIA	1055 / MACROECONOMIA II / 60H / 2022.2 / UNIVERSIDADE FEDERAL DE SANTA MARIA									Deferido
2024.2	ESHC025-17	MICROECONOMIA I	48h	1057 / MICROECONOMIA I / 60H / 2022.1 / UNIVERSIDADE FEDERAL DE SANTA MARIA	1057 / MICROECONOMIA I / 60H / 2022.1 / UNIVERSIDADE FEDERAL DE SANTA MARIA									Deferido
2024.2	BCN0404-15	GEOMETRIA ANALÍTICA	36h	524182 / GEOMETRIA ANALÍTICA / 60H / 2021.1 / UNIVERSIDADE FEDERAL DE SÃO CARLOS	524182 / GEOMETRIA ANALÍTICA / 60H / 2021.1 / UNIVERSIDADE FEDERAL DE SÃO CARLOS									Deferido
2024.2	BIS0005-15	BASES COMPUTACIONAIS DA CIÊNCIA	24h	XXXX / ARQUITETURA E ORGANIZAÇÃO DE COMPUTADORES / 70H / 2022.1 / Faculdade Anhanguera de Osasco	XXXX / ARQUITETURA E ORGANIZAÇÃO DE COMPUTADORES / 70H / 2022.1 / Faculdade Anhanguera de Osasco									Indeferido
2024.2	BCM0506-15	COMUNICAÇÃO E REDES	36h	XXXX / REDES DE COMPUTADORES / 70H / 2022.2 / Faculdade Anhanguera de Osasco	XXXX / REDES DE COMPUTADORES / 70H / 2022.2 / Faculdade Anhanguera de Osasco									Indeferido
2024.2	BCM0504-15	NATUREZA DA INFORMAÇÃO	36h	XXXX / LÓGICA E MATEMÁTICA COMPUTACIONAL / 70H / 2022.1 / Faculdade Anhanguera de Osasco	XXXX / LÓGICA E MATEMÁTICA COMPUTACIONAL / 70H / 2022.1 / Faculdade Anhanguera de Osasco									Indeferido
2024.2	BCM0505-22	PROCESSAMENTO DA INFORMAÇÃO	48h	XXXX / LINGUAGEM DE PROGRAMAÇÃO / 70H / 2023.2 / Faculdade Anhanguera de Osasco	XXXX / LINGUAGEM DE PROGRAMAÇÃO / 70H / 2023.2 / Faculdade Anhanguera de Osasco									Deferido
2024.2	BIS0005-15	BASES COMPUTACIONAIS DA CIÊNCIA	24h	IAL-100 / Lógica de programação aplicada / 80h / 2019.1 / Faculdade de Tecnologia de Itaquera	IAL-100 / Lógica de programação aplicada / 80h / 2019.1 / Faculdade de Tecnologia de Itaquera									Deferido
2024.2	ESTA002-17	CIRCUITOS ELÉTRICOS I	60h	EEE-105 / Eletricidade aplicada à automação / 80h / 2019.1 / Faculdade de Tecnologia de Itaquera	EEE-105 / Eletricidade aplicada à automação / 80h / 2019.1 / Faculdade de Tecnologia de Itaquera									Deferido
2024.2	BCM0506-15	COMUNICAÇÃO E REDES	36h	EEI-102 / Redes Industriais / 80h / 2021.1 / Faculdade de Tecnologia de Itaquera	EEI-102 / Redes Industriais / 80h / 2021.1 / Faculdade de Tecnologia de Itaquera									Indeferido
2024.2	ESTA007-17	ELETRÔNICA ANALÓGICA APLICADA	60h	EEA-502 / Eletrônica Analógica I / 80h / 2019.2 / Faculdade de Tecnologia de Itaquera	EEA-502 / Eletrônica Analógica I / 80h / 2019.2 / Faculdade de Tecnologia de Itaquera	EEA-503 / Eletrônica Analógica II / 80h / 2020.1 / Faculdade de Tecnologia de Itaquera								Indeferido
2024.2	ESTI002-17	ELETRÔNICA DIGITAL	72h	EED-501 / Eletrônica Digital I / 80h / 2019.2 / Faculdade de Tecnologia de Itaquera	EED-501 / Eletrônica Digital I / 80h / 2019.2 / Faculdade de Tecnologia de Itaquera	EED-502 / Eletrônica Digital II / 80h / 2020.1 / Faculdade de Tecnologia de Itaquera								Indeferido
2024.2	BCJ0203-15	FENÔMENOS ELETROMAGNÉTICOS	60h	FEM-002 / Física (Eletricidade e Eletromagnetismo) / 80h / 2019.2 / Faculdade de Tecnologia de Itaquera	FEM-002 / Física (Eletricidade e Eletromagnetismo) / 80h / 2019.2 / Faculdade de Tecnologia de Itaquera									Indeferido
2024.2	BCN0402-15	FUNÇÕES DE UMA VARIÁVEL	48h	MCA-003 / Cálculo I / 80h / 2019.1 / Faculdade de Tecnologia de Itaquera	MCA-003 / Cálculo I / 80h / 2019.1 / Faculdade de Tecnologia de Itaquera									Deferido
2024.2	BCN0407-15	FUNÇÕES DE VÁRIAS VARIÁVEIS	48h	MCA-021 / Cálculo II / 80h / 2019.2 / Faculdade de Tecnologia de Itaquera	MCA-021 / Cálculo II / 80h / 2019.2 / Faculdade de Tecnologia de Itaquera									Deferido
2024.2	ESTO011-17	FUNDAMENTOS DE DESENHO TÉCNICO	24h	DTG-001 / Introdução ao Desenho Técnico / 40h / 2019.1 / Faculdade de Tecnologia de Itaquera	DTG-001 / Introdução ao Desenho Técnico / 40h / 2019.1 / Faculdade de Tecnologia de Itaquera									Indeferido
2024.2	BCN0404-15	GEOMETRIA ANALÍTICA	36h	MAT-002 / Fundamentos de Matemática aplicada à Automação / 40h / 2019.1 / Faculdade de Tecnologia de Itaquera	MAT-002 / Fundamentos de Matemática aplicada à Automação / 40h / 2019.1 / Faculdade de Tecnologia de Itaquera									Indeferido
2024.2	BIN0406-15	INTRODUÇÃO À PROBABILIDADE E À ESTATÍSTICA	36h	MET-001 / Estatística Básica / 40h / 2019.2 / Faculdade de Tecnologia de Itaquera	MET-001 / Estatística Básica / 40h / 2019.2 / Faculdade de Tecnologia de Itaquera									Indeferido
2024.2	ESTO015-17	MECÂNICA DOS FLUIDOS I	48h	FAT-002 / Fenômenos de Transporte / 80h / 2019.2 / Faculdade de Tecnologia de Itaquera	FAT-002 / Fenômenos de Transporte / 80h / 2019.2 / Faculdade de Tecnologia de Itaquera									Indeferido
2024.2	ESTA020-17	MODELAGEM E CONTROLE	24h	EEA-200 / Laboratório de Automação / 80h / 2020.2 / Faculdade de Tecnologia de Itaquera	EEA-200 / Laboratório de Automação / 80h / 2020.2 / Faculdade de Tecnologia de Itaquera	EPI-002 / Sistemas Flexíveis de Manufatura / 80h / 2021.2 / Faculdade de Tecnologia de Itaquera								Indeferido
2024.2	ESTO012-17	PRINCÍPIOS DE ADMINISTRAÇÃO	24h	AGP-201 / Sistema de gestão integrado / 80h / 2021.2 / Faculdade de Tecnologia de Itaquera	AGP-201 / Sistema de gestão integrado / 80h / 2021.2 / Faculdade de Tecnologia de Itaquera	EPA-003 / Organização Industrial / 80h / 2021.1 / Faculdade de Tecnologia de Itaquera								Deferido
2024.2	BCM0505-22	PROCESSAMENTO DA INFORMAÇÃO	48h	ILP-105 / Programação Aplicada à Automação / 80h / 2020.2 / Faculdade de Tecnologia de Itaquera	ILP-105 / Programação Aplicada à Automação / 80h / 2020.2 / Faculdade de Tecnologia de Itaquera									Deferido
2024.2	ESTI006-17	PROCESSAMENTO DIGITAL DE SINAIS	48h	EED-502 / Eletrônica Digital II / 80h / 2020.1 / Faculdade de Tecnologia de Itaquera	EED-502 / Eletrônica Digital II / 80h / 2020.1 / Faculdade de Tecnologia de Itaquera	EEE-104 / Controladores programáveis I / 80h / 2020.2 / Faculdade de Tecnologia de Itaquera								Indeferido
2024.2	ESTA019-17	PROJETO ASSISTIDO POR COMPUTADOR	24h	DTC-001 / Introdução ao desenho assistido por Computador / 40h / 2019.2 / Faculdade de Tecnologia de Itaquera	DTC-001 / Introdução ao desenho assistido por Computador / 40h / 2019.2 / Faculdade de Tecnologia de Itaquera									Indeferido
2024.2	BCS0002-15	PROJETO DIRIGIDO	24h	TTG-301 / Projeto do trabalho de graduação I / 80h / 2021.1 / Faculdade de Tecnologia de Itaquera	TTG-301 / Projeto do trabalho de graduação I / 80h / 2021.1 / Faculdade de Tecnologia de Itaquera	TTG-302 / Projeto do trabalho de graduação II / 80h / 2021.2 / Faculdade de Tecnologia de Itaquera								Deferido
2024.2	ESTI013-17	SISTEMAS MICROPROCESSADOS	48h	EEM-001 / Microcontroladores / 80h / 2020.1 / Faculdade de Tecnologia de Itaquera	EEM-001 / Microcontroladores / 80h / 2020.1 / Faculdade de Tecnologia de Itaquera									Deferido
2024.2	NHI5001-15	DESENVOLVIMENTO E APRENDIZAGEM	48h	SAA001 / Avaliação da Educação e da Aprendizagem / 80 / 2018.3 / UNIVERSIDADE VIRTUAL DO ESTADO DE SÃO PAULO	SAA001 / Avaliação da Educação e da Aprendizagem / 80 / 2018.3 / UNIVERSIDADE VIRTUAL DO ESTADO DE SÃO PAULO	STA001 / Teorias da Aprendizagem / 80 / 2018.4 / UNIVERSIDADE VIRTUAL DO ESTADO DE SÃO PAULO								Deferido
2024.2	NHI5002-15	DIDÁTICA	48h	SFP001 / Fundamentos Psicológicos da Educação / 80 / 2017.4 / UNIVERSIDADE VIRTUAL DO ESTADO DE SÃO PAULO	SFP001 / Fundamentos Psicológicos da Educação / 80 / 2017.4 / UNIVERSIDADE VIRTUAL DO ESTADO DE SÃO PAULO	SPD001 / Processos Didáticos / 40 / 2017.4 / UNIVERSIDADE VIRTUAL DO ESTADO DE SÃO PAULO								Deferido
2024.2	NHZ5016-15	HISTÓRIA DA EDUCAÇÃO	48h	SFH001 / Fundamentos históricos, filosóficos e sociológicos da educação / 80 / 2017.3 / UNIVERSIDADE VIRTUAL DO ESTADO DE SÃO PAULO	SFH001 / Fundamentos históricos, filosóficos e sociológicos da educação / 80 / 2017.3 / UNIVERSIDADE VIRTUAL DO ESTADO DE SÃO PAULO									Deferido
2024.2	LIE0001-19	METODOLOGIAS DE PESQUISA EM EDUCAÇÃO	24h	SPM001 / Metodologias para a pesquisa em Educação Matemática / 40 / 2021.1 / UNIVERSIDADE VIRTUAL DO ESTADO DE SÃO PAULO	SPM001 / Metodologias para a pesquisa em Educação Matemática / 40 / 2021.1 / UNIVERSIDADE VIRTUAL DO ESTADO DE SÃO PAULO									Deferido
2024.2	NHI5011-13	POLÍTICAS EDUCACIONAIS	36h	SPO001 / Políticas Educacionais / 80 / 2018.1 / UNIVERSIDADE VIRTUAL DO ESTADO DE SÃO PAULO	SPO001 / Políticas Educacionais / 80 / 2018.1 / UNIVERSIDADE VIRTUAL DO ESTADO DE SÃO PAULO									Deferido
2024.2	NHT5013-22	PRÁTICAS DE ENSINO DE CIÊNCIAS E MATEMÁTICA NO ENSINO FUNDAMENTAL	48h	SEB001 / Metodologia para a Educação Básica; Resolução de problemas / 80 / 2020.2 / UNIVERSIDADE VIRTUAL DO ESTADO DE SÃO PAULO	SEB001 / Metodologia para a Educação Básica; Resolução de problemas / 80 / 2020.2 / UNIVERSIDADE VIRTUAL DO ESTADO DE SÃO PAULO									Indeferido
2024.2	NHZ5023-18	PRÁTICAS ESCOLARES EM EDUCAÇÃO ESPECIAL E INCLUSIVA	48h	SEJ001 / Educação de Jovens e Adultos / 80 / 2020.1 / UNIVERSIDADE VIRTUAL DO ESTADO DE SÃO PAULO	SEJ001 / Educação de Jovens e Adultos / 80 / 2020.1 / UNIVERSIDADE VIRTUAL DO ESTADO DE SÃO PAULO	SEL001 / Educação Especial e Libras / 40 / 2021.2 / UNIVERSIDADE VIRTUAL DO ESTADO DE SÃO PAULO								Indeferido
2024.2	NHZ5019-22	TECNOLOGIAS DA INFORMAÇÃO E COMUNICAÇÃO NA EDUCAÇÃO	36h	SDE001 / Design Educacional / 40 / 2019.2 / UNIVERSIDADE VIRTUAL DO ESTADO DE SÃO PAULO	SDE001 / Design Educacional / 40 / 2019.2 / UNIVERSIDADE VIRTUAL DO ESTADO DE SÃO PAULO	SEM001 / Educação mediada por tecnologias / 20 / 2017.3 / UNIVERSIDADE VIRTUAL DO ESTADO DE SÃO PAULO								Deferido
2024.2	BCS0001-15	BASE EXPERIMENTAL DAS CIÊNCIAS NATURAIS	36h	4962 / METODOLOGIA CIENTÍFICA E TECNOLÓGICA II / 40H / 2022.2 / UNIVERSIDADE FEDERAL DE SÃO PAULO	4962 / METODOLOGIA CIENTÍFICA E TECNOLÓGICA II / 40H / 2022.2 / UNIVERSIDADE FEDERAL DE SÃO PAULO	5148 / METODOLOGIA CIENTÍFICA E TECNOLÓGICA III / 40H / 2022.2 / UNIVERSIDADE FEDERAL DE SÃO PAULO								Deferido
2024.2	BIR0004-15	BASES EPISTEMOLÓGICAS DA CIÊNCIA MODERNA	36h	4788 / METODOLOGIA CIENTÍFICA E TECNOLÓGICA I / 40H / 2022.1 / UNIVERSIDADE FEDERAL DE SÃO PAULO	4788 / METODOLOGIA CIENTÍFICA E TECNOLÓGICA I / 40H / 2022.1 / UNIVERSIDADE FEDERAL DE SÃO PAULO									Deferido
2024.2	BCL0306-15	BIODIVERSIDADE: INTERAÇÕES ENTRE ORGANISMOS E AMBIENTE	36h	5302 / ORGANIZAÇÃO DA VIDA / 80H / 2023.2 / UNIVERSIDADE FEDERAL DE SÃO PAULO	5302 / ORGANIZAÇÃO DA VIDA / 80H / 2023.2 / UNIVERSIDADE FEDERAL DE SÃO PAULO									Deferido
2024.2	BCL0308-15	BIOQUÍMICA: ESTRUTURA, PROPRIEDADES E FUNÇÕES DE BIOMOLÉCULAS	60h	4785 / FUNCIONAMENTO DA VIDA I / 80H / 2022.1 /UNIVERSIDADE FEDERAL DE SÃO PAULO	4785 / FUNCIONAMENTO DA VIDA I / 80H / 2022.1 /UNIVERSIDADE FEDERAL DE SÃO PAULO	4822 / FUNCIONAMENTO DA VIDA II / 60H / 2022.2 /UNIVERSIDADE FEDERAL DE SÃO PAULO								Deferido
2024.2	BIK0102-15	ESTRUTURA DA MATÉRIA	36h	5291 / FENÔMENOS QUÍMICOS I / 40H / 2022.1 / UNIVERSIDADE FEDERAL DE SÃO PAULO	5291 / FENÔMENOS QUÍMICOS I / 40H / 2022.1 / UNIVERSIDADE FEDERAL DE SÃO PAULO									Deferido
