data_autuacao	cod_disciplina_ufabc_edit	disciplina_ufabc_edit	ch_disciplina_ufabc_edit	disciplina_fora	disciplina 1	disciplina 2	disciplina 3	disciplina 4	disciplina 5	disciplina 6	disciplina 7	disciplina 8	disciplina 9	Parecer
2024.3	NHZ3007-15	ESTRUTURA ATÔMICA E MOLECULAR	48h	2230 / ESTRUTURA DA MATÉRIA / 72H / 2022 / UNIVERSIDADE FEDERAL DE SÃO PAULO	2230 / ESTRUTURA DA MATÉRIA / 72H / 2022 / UNIVERSIDADE FEDERAL DE SÃO PAULO	7260 / QUÍMICA GERAL / 72H / 2023 / UNIVERSIDADE FEDERAL DE SÃO PAULO								Indeferido
2024.3	BIK0102-15	ESTRUTURA DA MATÉRIA	36h	2230 / ESTRUTURA DA MATÉRIA / 72H / 2022 / UNIVERSIDADE FEDERAL DE SÃO PAULO	2230 / ESTRUTURA DA MATÉRIA / 72H / 2022 / UNIVERSIDADE FEDERAL DE SÃO PAULO									Deferido
2024.3	BCL0307-15	TRANSFORMAÇÕES QUÍMICAS	60h	7260 / QUÍMICA GERAL / 72H / 2023 / UNIVERSIDADE FEDERAL DE SÃO PAULO	7260 / QUÍMICA GERAL / 72H / 2023 / UNIVERSIDADE FEDERAL DE SÃO PAULO									Indeferido
2024.3	BIQ0602-15	ESTRUTURA E DINÂMICA SOCIAL	36h	0004805A / SOCIOLOGIA / 60h / 2016 / Universidade Estadual Paulista	0004805A / SOCIOLOGIA / 60h / 2016 / Universidade Estadual Paulista									Deferido
2024.3	ESTO001-17	CIRCUITOS ELÉTRICOS E FOTÔNICA	48h	1049184 / Eletricidade e Análise de Circuitos / 80H / 2021.1 / Escola Senai Armando de Arruda Pereira	1049184 / Eletricidade e Análise de Circuitos / 80H / 2021.1 / Escola Senai Armando de Arruda Pereira									Indeferido
2024.3	BCN0402-15	FUNÇÕES DE UMA VARIÁVEL	48h	1049172 / Cálculo / 100H / 2021.1 / Escola Senai Armando de Arruda Pereira	1049172 / Cálculo / 100H / 2021.1 / Escola Senai Armando de Arruda Pereira									Deferido
2024.3	BIS0005-15	BASES COMPUTACIONAIS DA CIÊNCIA	24h	LCE0105/Computação, Inteligência Artificial e Organizacional para Economia Visando Hipercompetitividade / 60H/ 2022.2/ UNIVERSIDADE DE SÃO PAULO	LCE0105/Computação, Inteligência Artificial e Organizacional para Economia Visando Hipercompetitividade / 60H/ 2022.2/ UNIVERSIDADE DE SÃO PAULO									Deferido
2024.3	ESHC002-17	CONTABILIDADE BÁSICA	48h	LES0200 / CONTABILIDADE SOCIAL / 60H / 2022.2 / UNIVERSIDADE DE SÃO PAULO	LES0200 / CONTABILIDADE SOCIAL / 60H / 2022.2 / UNIVERSIDADE DE SÃO PAULO	LES0665 / CONTABILIDADE E ANÁLISE DE DEMONSTRAÇÕES FINANCEIRAS / 90H / 2022.1 / UNIVERSIDADE DE SÃO PAULO								deferido
2024.3	BHO0102-15	DESENVOLVIMENTO E SUSTENTABILIDADE	48h	LES0203 / HISTÓRIA DO PENSAMENTO ECONÔMICO / 60H / 2022.2 / UNIVERSIDADE DE SÃO PAULO	LES0203 / HISTÓRIA DO PENSAMENTO ECONÔMICO / 60H / 2022.2 / UNIVERSIDADE DE SÃO PAULO									Indeferido
2024.3	BHO0101-15	ESTADO E RELAÇÕES DE PODER	48h	ACH3511 / INTRODUÇÃO AO ESTUDO DA POLÍTICA/ 60H / 2019.2 / UNIVERSIDADE DE SÃO PAULO	ACH3511 / INTRODUÇÃO AO ESTUDO DA POLÍTICA/ 60H / 2019.2 / UNIVERSIDADE DE SÃO PAULO	ACH3593 /TEORIAS DA DEMOCRACIA E INSTITUIÇÕES POLÍTICAS BRASILEIRAS/ 60H / 2020.1 / UNIVERSIDADE DE SÃO PAULO								Deferido
2024.3	BHP0001-15	ÉTICA E JUSTIÇA	48h	ACH3593 /TEORIAS DA DEMOCRACIA E INSTITUIÇÕES POLÍTICAS BRASILEIRAS/ 60H / 2020.1 / UNIVERSIDADE DE SÃO PAULO	ACH3593 /TEORIAS DA DEMOCRACIA E INSTITUIÇÕES POLÍTICAS BRASILEIRAS/ 60H / 2020.1 / UNIVERSIDADE DE SÃO PAULO	LES0228 /ÉTICA E POLÍTICA / 30H / 2022.2 / UNIVERSIDADE DE SÃO PAULO								Deferido
2024.3	ESHP007-13	FEDERALISMO E POLÍTICAS PÚBLICAS	48h	ACH0152 / INTRODUÇÃO AO ESTUDO DAS POLÍTICAS PÚBLICAS / 60H / 2019.2 / UNIVERSIDADE DE SÃO PAULO	ACH0152 / INTRODUÇÃO AO ESTUDO DAS POLÍTICAS PÚBLICAS / 60H / 2019.2 / UNIVERSIDADE DE SÃO PAULO	ACH3593 /TEORIAS DA DEMOCRACIA E INSTITUIÇÕES POLÍTICAS BRASILEIRAS/ 60H / 2020.1 / UNIVERSIDADE DE SÃO PAULO								Indeferido
2024.3	ESHC018-17	FORMAÇÃO ECONÔMICA DO BRASIL	48h	LES1201 / FORMAÇÃO ECONÔMICA DO BRASIL I / 60H / 2023.2 / UNIVERSIDADE DE SÃO PAULO	LES1201 / FORMAÇÃO ECONÔMICA DO BRASIL I / 60H / 2023.2 / UNIVERSIDADE DE SÃO PAULO									Deferido
2024.3	ESHP009-13	GOVERNO, BUROCRACIA E ADMINISTRAÇÃO PÚBLICA	48h	ACH3593 /TEORIAS DA DEMOCRACIA E INSTITUIÇÕES POLÍTICAS BRASILEIRAS/ 60H / 2020.1 / UNIVERSIDADE DE SÃO PAULO	ACH3593 /TEORIAS DA DEMOCRACIA E INSTITUIÇÕES POLÍTICAS BRASILEIRAS/ 60H / 2020.1 / UNIVERSIDADE DE SÃO PAULO	ACH3797 / SEMINÁRIOS EM GESTÃO PÚBLICA III / 60H / 2020.2 / UNIVERSIDADE DE SÃO PAULO								Indeferido
2024.3	ESHC019-17	HISTÓRIA DO PENSAMENTO ECONÔMICO	48h	LES0203 / HISTÓRIA DO PENSAMENTO ECONÔMICO / 90H / 2022.2 / UNIVERSIDADE DE SÃO PAULO	LES0203 / HISTÓRIA DO PENSAMENTO ECONÔMICO / 90H / 2022.2 / UNIVERSIDADE DE SÃO PAULO	LES0270 / ECONOMIA POLÍTICA / 90H / 2022.1 / UNIVERSIDADE DE SÃO PAULO								Deferido
2024.3	ESHC020-17	HISTÓRIA ECONÔMICA GERAL	48h	LES0106 / HISTÓRIA ECONÔMICA CONTEMPORÂNEA / 90H / 2023.1 / UNIVERSIDADE DE SÃO PAULO	LES0106 / HISTÓRIA ECONÔMICA CONTEMPORÂNEA / 90H / 2023.1 / UNIVERSIDADE DE SÃO PAULO									Deferido
2024.3	BHQ0001-15	IDENTIDADE E CULTURA	36h	ACH0131(2) / CIÊNCIAS DA NATUREZA - CIÊNCIA, CULTURA E SOCIEDADE / 30H / 2019.1 / UNIVERSIDADE DE SÃO PAULO	ACH0131(2) / CIÊNCIAS DA NATUREZA - CIÊNCIA, CULTURA E SOCIEDADE / 30H / 2019.1 / UNIVERSIDADE DE SÃO PAULO	ACH0161(2) /SOCIEDADE, MULTICULTURALISMO E DIREITOS DIREITOS HUMANOS E MULTICULTURALISMO / 30H / 2019.1 / UNIVERSIDADE DE SÃO PAULO								Indeferido
2024.3	BHO1102-19	INTRODUÇÃO À ECONOMIA	36h	LES0101 / INTRODUÇÃO À ECONOMIA/ 60H / 2022.1 / UNIVERSIDADE DE SÃO PAULO	LES0101 / INTRODUÇÃO À ECONOMIA/ 60H / 2022.1 / UNIVERSIDADE DE SÃO PAULO									Deferido
2024.3	BIN0406-15	INTRODUÇÃO À PROBABILIDADE E À ESTATÍSTICA	36h	ACH0021 /TRATAMENTO E ANÁLISE DE DADOS E INFORMAÇÕES / 30H / 2019.1 / UNIVERSIDADE DE SÃO PAULO	ACH0021 /TRATAMENTO E ANÁLISE DE DADOS E INFORMAÇÕES / 30H / 2019.1 / UNIVERSIDADE DE SÃO PAULO	ACH3513 /MICROECONOMIA E POLÍTICAS PÚBLICAS / 30H / 2021.1 / UNIVERSIDADE DE SÃO PAULO								Indeferido
2024.3	ESHP013-13	INTRODUÇÃO AO DIREITO CONSTITUCIONAL	48h	ACH3533 / DIREITO CONSTITUCIONAL/ 60H / 2021.1 / UNIVERSIDADE DE SÃO PAULO	ACH3533 / DIREITO CONSTITUCIONAL/ 60H / 2021.1 / UNIVERSIDADE DE SÃO PAULO									Deferido
2024.3	BHO0002-19	INTRODUÇÃO AO PENSAMENTO ECONÔMICO	36h	LES0203 / HISTÓRIA DO PENSAMENTO ECONÔMICO / 90H / 2022.2 / UNIVERSIDADE DE SÃO PAULO	LES0203 / HISTÓRIA DO PENSAMENTO ECONÔMICO / 90H / 2022.2 / UNIVERSIDADE DE SÃO PAULO									Deferido
2024.3	BHO0001-19	INTRODUÇÃO ÀS HUMANIDADES E ÀS CIÊNCIAS SOCIAIS	24h	ACH3551(2) / INTRODUÇÃO À SOCIOLOGIA / 60H / 2019.1 / UNIVERSIDADE DE SÃO PAULO	ACH3551(2) / INTRODUÇÃO À SOCIOLOGIA / 60H / 2019.1 / UNIVERSIDADE DE SÃO PAULO									Deferido
2024.3	BIK0102-15	ESTRUTURA DA MATÉRIA	36h	2230 / Estrutura da Matéria /72 H / 2022.1/ Universidade Federal de São Paulo	2230 / Estrutura da Matéria /72 H / 2022.1/ Universidade Federal de São Paulo									Deferido
2024.3	BCN0402-15	FUNÇÕES DE UMA VARIÁVEL	48h	2228 / Cálculo I /72 H / 2022.2/ Universidade Federal de São Paulo	2228 / Cálculo I /72 H / 2022.2/ Universidade Federal de São Paulo									Deferido
2024.3	NHT4051-15	QUÍMICA ANALÍTICA CLÁSSICA I	72h	6326 / Química Analítica Geral I /72 H / 2023.1/ Universidade Federal de São Paulo	6326 / Química Analítica Geral I /72 H / 2023.1/ Universidade Federal de São Paulo									Deferido
2024.3	NHT4050-15	QUÍMICA ANALÍTICA CLÁSSICA II	72h	6207 / Química Analítica Geral II /72 H / 2023.2/ Universidade Federal de São Paulo	6207 / Química Analítica Geral II /72 H / 2023.2/ Universidade Federal de São Paulo									Deferido
2024.3	NHT4057-15	TERMODINÂMICA QUÍMICA	48h	2704 / Físico-Química I /72 H / 2022.2/ Universidade Federal de São Paulo	2704 / Físico-Química I /72 H / 2022.2/ Universidade Federal de São Paulo									Deferido
2024.3	BCL0307-15	TRANSFORMAÇÕES QUÍMICAS	60h	6204 / Química das Transformações I /72 H / 2022.1/ Universidade Federal de São Paulo	6204 / Química das Transformações I /72 H / 2022.1/ Universidade Federal de São Paulo	6638 / Química das Transformações II /72 H / 2022.2/ Universidade Federal de São Paulo								Indeferido
2024.3	ESHC027-17	ECONOMIA MATEMÁTICA	48h	GALM1 | Geometria Analitica e Algebra Linear | 63,3 | 2018.1 | IFSP	GALM1 | Geometria Analitica e Algebra Linear | 63,3 | 2018.1 | IFSP									Indeferido
2024.3	BIS0005-15	BASES COMPUTACIONAIS DA CIÊNCIA	24h	CES10/Introdução a computação/64H/2016.1/INSTITUTO TECNOLÓGICO DE AERONÁUTICA	CES10/Introdução a computação/64H/2016.1/INSTITUTO TECNOLÓGICO DE AERONÁUTICA									Deferido
2024.3	BIR0004-15	BASES EPISTEMOLÓGICAS DA CIÊNCIA MODERNA	36h	HUM01/Epistemologia e filosofia da ciência/48H/2016.1/INSTITUTO TECNOLÓGICO DE AERONÁUTICA	HUM01/Epistemologia e filosofia da ciência/48H/2016.1/INSTITUTO TECNOLÓGICO DE AERONÁUTICA									Deferido
2024.3	BCJ0203-15	FENÔMENOS ELETROMAGNÉTICOS	60h	FIS32/Eletrecidade e Magnetismo/64H/2017.1/INSTITUTO TECNOLÓGICO DE AERONÁUTICA	FIS32/Eletrecidade e Magnetismo/64H/2017.1/INSTITUTO TECNOLÓGICO DE AERONÁUTICA									Deferido
2024.3	BCJ0204-15	FENÔMENOS MECÂNICOS	60h	FIS14/Mecânica I/64H/2016.2/INSTITUTO TECNOLÓGICO DE AERONÁUTICA	FIS14/Mecânica I/64H/2016.2/INSTITUTO TECNOLÓGICO DE AERONÁUTICA									Deferido
2024.3	BCN0402-15	FUNÇÕES DE UMA VARIÁVEL	48h	MAT12/Calculo diferencial e integral/80H/2016.1/INSTITUTO TECNOLÓGICO DE AERONÁUTICA	MAT12/Calculo diferencial e integral/80H/2016.1/INSTITUTO TECNOLÓGICO DE AERONÁUTICA									Deferido
2024.3	BCN0407-15	FUNÇÕES DE VÁRIAS VARIÁVEIS	48h	MAT22/Calculo diferencial e integral II/64H/2016.2/INSTITUTO TECNOLÓGICO DE AERONÁUTICA	MAT22/Calculo diferencial e integral II/64H/2016.2/INSTITUTO TECNOLÓGICO DE AERONÁUTICA									Deferido
2024.3	BCN0405-15	INTRODUÇÃO ÀS EQUAÇÕES DIFERENCIAIS ORDINÁRIAS	48h	MAT32/EDO/64H/2017.1/INSTITUTO TECNOLÓGICO DE AERONÁUTICA	MAT32/EDO/64H/2017.1/INSTITUTO TECNOLÓGICO DE AERONÁUTICA									Deferido
2024.3	BCM0505-15	PROCESSAMENTO DA INFORMAÇÃO	60h	CES10/Introdução a computação/64H/2016.1/INSTITUTO TECNOLÓGICO DE AERONÁUTICA	CES10/Introdução a computação/64H/2016.1/INSTITUTO TECNOLÓGICO DE AERONÁUTICA	CES11/Algorítimos e estrutura de dados/48H/2016.2/INSTITUTO TECNOLÓGICO DE AERONÁUTICA								Deferido
2024.3	ESZI002-17	FILTRAGEM ADAPTATIVA	48h	INF-202/FILTRAGEM ADAPTATIVA/48H/2023.3/FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC	INF-202/FILTRAGEM ADAPTATIVA/48H/2023.3/FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC									Deferido
2024.3	ESHR002-13	DIREITO INTERNACIONAL PÚBLICO	48h	DIN0314 / DIREITO INTERNACIONAL PRIVADO / 30H / 2014.2 / UNIVERSIDADE DE SÃO PAULO	DIN0314 / DIREITO INTERNACIONAL PRIVADO / 30H / 2014.2 / UNIVERSIDADE DE SÃO PAULO	DIN0436 / DIREITO TRIBUTÁRIO I / 30H / 2016.1 / UNIVERSIDADE DE SÃO PAULO	DIN0593 / DIREITO INTERNACIONAL DO MEIO AMBIENTE/ 30H / 2016.1 / UNIVERSIDADE DE SÃO PAULO							Deferido
2024.3	BHS0001-15	PRÁTICAS EM CIÊNCIAS E HUMANIDADES	48h	2445 / LABORATORIO DE ENSINO E PESQUISA EM HISTÓRIA I / 150H / 2018.2 / UNIVERSIDADE FEDERAL DE SÃO PAULO	2445 / LABORATORIO DE ENSINO E PESQUISA EM HISTÓRIA I / 150H / 2018.2 / UNIVERSIDADE FEDERAL DE SÃO PAULO									Deferido
2024.3	BIS0005-15	BASES COMPUTACIONAIS DA CIÊNCIA	24h	CCO016 / FUNDAMENTOS DE PROGRAMAÇÃO / 64H / 2023.1 / UNIVESIDADE FEDERAL DE ITAJUBÁ	CCO016 / FUNDAMENTOS DE PROGRAMAÇÃO / 64H / 2023.1 / UNIVESIDADE FEDERAL DE ITAJUBÁ									Deferido
2024.3	ESTE029-17	ENGENHARIA DE COMBUSTÍVEIS FÓSSEIS	48h	EMY035 / POLÍTICA ENERGÉTICA GERAÇÃO E USO DE ENERGIA / 48H / 2023.1 / UNIVESIDADE FEDERAL DE ITAJUBÁ	EMY035 / POLÍTICA ENERGÉTICA GERAÇÃO E USO DE ENERGIA / 48H / 2023.1 / UNIVESIDADE FEDERAL DE ITAJUBÁ									Indeferido
2024.3	ESTO013-17	ENGENHARIA ECONÔMICA	48h	IEPG20 / INTRODUÇÃO À ECONOMIA / 48H / 2023.2 / UNIVESIDADE FEDERAL DE ITAJUBÁ	IEPG20 / INTRODUÇÃO À ECONOMIA / 48H / 2023.2 / UNIVESIDADE FEDERAL DE ITAJUBÁ									Indeferido
2024.3	BIK0102-15	ESTRUTURA DA MATÉRIA	36h	QUI205 / QUIMICA GERAL / 32H / 2023.1 / UNIVERSIDADE FEDERAL DE ITAJUBÁ	QUI205 / QUIMICA GERAL / 32H / 2023.1 / UNIVERSIDADE FEDERAL DE ITAJUBÁ	QUI212 / QUÍMICA GERAL EXPERIMENTAL / 16H / 2023.1 / UNIVERSIDADE FEDERAL DE ITAJUBÁ								Deferido
2024.3	BIQ0602-15	ESTRUTURA E DINÂMICA SOCIAL	36h	IEPG21 / CIÊNCIAS HUMANAS E SOCIAIS / 48h / 2023.2 / UNIVESIDADE FEDERAL DE ITAJUBÁ	IEPG21 / CIÊNCIAS HUMANAS E SOCIAIS / 48h / 2023.2 / UNIVESIDADE FEDERAL DE ITAJUBÁ									Deferido
2024.3	BCJ0204-15	FENÔMENOS MECÂNICOS	60h	FIS210 / FISICA I / 64H / 2023.2 / UNIVESIDADE FEDERAL DE ITAJUBÁ	FIS210 / FISICA I / 64H / 2023.2 / UNIVESIDADE FEDERAL DE ITAJUBÁ									Deferido
2024.3	BHO0102-15	DESENVOLVIMENTO E SUSTENTABILIDADE	48h	8059-60 / DESENVOLVIMENTO SUSTENTÁVEL / 60H / 2024.1 / UNIVERSIDADE PAULISTA	8059-60 / DESENVOLVIMENTO SUSTENTÁVEL / 60H / 2024.1 / UNIVERSIDADE PAULISTA									Deferido
2024.3	MCZA027-17	SISTEMAS DE INFORMAÇÃO	48h	3063-60 / PRINCIPIOS DE SISTEMAS DE INFORMAÇÃO / 60H / 2024.1 / UNIVERSIDADE PAULISTA	3063-60 / PRINCIPIOS DE SISTEMAS DE INFORMAÇÃO / 60H / 2024.1 / UNIVERSIDADE PAULISTA									Indeferido
2024.3	MCTA004-17	ARQUITETURA DE COMPUTADORES	48h	CCM-201 / Arquiteturas de Computadores / 144h / Q1.2024 / Fundação Universidade Federal do ABC	CCM-201 / Arquiteturas de Computadores / 144h / Q1.2024 / Fundação Universidade Federal do ABC									Deferido
2024.3	ESHC027-17	ECONOMIA MATEMÁTICA	48h	2024897752 / Matemática para Economia / 60h / 2023 / Universidade paulista	2024897752 / Matemática para Economia / 60h / 2023 / Universidade paulista									Indeferido
2024.3	BHP0001-15	ÉTICA E JUSTIÇA	48h	2024897751 / Instituições de Direito / 60h / 2023 / Universidade Paulista	2024897751 / Instituições de Direito / 60h / 2023 / Universidade Paulista									Indeferido
2024.3	ESHC020-17	HISTÓRIA ECONÔMICA GERAL	48h	2024897713 / História Econômica Geral / 60h / 2023 / Universidade paulista	2024897713 / História Econômica Geral / 60h / 2023 / Universidade paulista									Deferido
2024.3	ESTO012-17	PRINCÍPIOS DE ADMINISTRAÇÃO	24h	2024897770 / Fundamentos de Administração / 60h / 2023 / Universidade paulista	2024897770 / Fundamentos de Administração / 60h / 2023 / Universidade paulista									Deferido
2024.3	ESTS002-17	AERONÁUTICA I-A	48h	FEA - A / Fundamentos de Engenharia Aeronáutica / 60H / 2021.2 / UNIVERSIDADE ESTADUAL PAULISTA	FEA - A / Fundamentos de Engenharia Aeronáutica / 60H / 2021.2 / UNIVERSIDADE ESTADUAL PAULISTA									Deferido
2024.3	BCJ0204-15	FENÔMENOS MECÂNICOS	60h	FIS-1-A-T / Física l / 60H / 2021.1 / UNIVERSIDADE ESTADUAL PAULISTA	FIS-1-A-T / Física l / 60H / 2021.1 / UNIVERSIDADE ESTADUAL PAULISTA	FIS-2-A-A / Física ll / 60H / 2021.2 / UNIVERSIDADE ESTADUAL PAULISTA								Deferido
2024.3	BIQ0602-15	ESTRUTURA E DINÂMICA SOCIAL	36h	ADI010 / PRÁTICAS DE INOVAÇÃO I / 33.33h / 2023.1 / Centro Universitario FEI	ADI010 / PRÁTICAS DE INOVAÇÃO I / 33.33h / 2023.1 / Centro Universitario FEI	CSJ010 / SOCIOLOGIA / 33.33h / 2023.1 / Centro Universitario FEI								Indeferido
2024.3	BCJ0204-15	FENÔMENOS MECÂNICOS	60h	FSF100 / Física I / 100h / 2023.1 / Centro Universitario FEI	FSF100 / Física I / 100h / 2023.1 / Centro Universitario FEI									Deferido
2024.3	BCN0402-15	FUNÇÕES DE UMA VARIÁVEL	48h	MAC110 / CÁLCULO DIFERENCIAL E INTEGRAL I / 66.67h / 2023.1 / Centro Universitario FEI	MAC110 / CÁLCULO DIFERENCIAL E INTEGRAL I / 66.67h / 2023.1 / Centro Universitario FEI	MAM110 / LABORATÓRIO DE MATEMÁTICA / 33.33h / 2023.1 / Centro Universitario FEI								Indeferido
2024.3	ESTO011-17	FUNDAMENTOS DE DESENHO TÉCNICO	24h	MEP110 / DESENHO TÉCNICO / 66.67h / 2023.1 / Centro Universitario FEI	MEP110 / DESENHO TÉCNICO / 66.67h / 2023.1 / Centro Universitario FEI									Deferido
2024.3	BCN0404-15	GEOMETRIA ANALÍTICA	36h	MAG110 / CÁLCULO VETORIAL E GEOMETRIA ANALÍTICA / 66.67h / 2023.1 / Centro Universitario FEI	MAG110 / CÁLCULO VETORIAL E GEOMETRIA ANALÍTICA / 66.67h / 2023.1 / Centro Universitario FEI									Deferido
2024.3	BHO0102-15	DESENVOLVIMENTO E SUSTENTABILIDADE	48h	9594 / FUNDAMENTOS DAS DINÂMICAS CLIMÁTICAS E SUAS DETERMINAÇÕES NA GEOGRAFIA / 60H/ 2022.1/ Universidade Federal de São Paulo	9594 / FUNDAMENTOS DAS DINÂMICAS CLIMÁTICAS E SUAS DETERMINAÇÕES NA GEOGRAFIA / 60H/ 2022.1/ Universidade Federal de São Paulo									Indeferido
2024.3	MCTA014-15	INTELIGÊNCIA ARTIFICIAL	48h	XXXX/Inteligência Artificial/60H/2024.1/Universidade Unica	XXXX/Inteligência Artificial/60H/2024.1/Universidade Unica									Deferido
2024.3	BHQ0001-15	IDENTIDADE E CULTURA	36h	8663 / CIDADES VIVIDAS, CIDADES IMAGINADAS / 60H / 2021.1 / Universidade Federal de São Paulo	8663 / CIDADES VIVIDAS, CIDADES IMAGINADAS / 60H / 2021.1 / Universidade Federal de São Paulo									Indeferido
2024.3	BIR0004-15	BASES EPISTEMOLÓGICAS DA CIÊNCIA MODERNA	36h	XXXX / TEORIA DO CONHECIMENTO / 36H / 2023.1 / UNIVERSIDADE FEDERAL DE SÃO PAULO	XXXX / TEORIA DO CONHECIMENTO / 36H / 2023.1 / UNIVERSIDADE FEDERAL DE SÃO PAULO									Deferido
2024.3	BIK0102-15	ESTRUTURA DA MATÉRIA	36h	XXXX / ÁTOMOS E MOLÉCULAS / 72H / 2023.1 / UNIVERSIDADE FEDERAL DE SÃO PAULO	XXXX / ÁTOMOS E MOLÉCULAS / 72H / 2023.1 / UNIVERSIDADE FEDERAL DE SÃO PAULO									Deferido
2024.3	BIL0304-15	EVOLUÇÃO E DIVERSIFICAÇÃO DA VIDA NA TERRA	36h	XXXX / FUNDAMENTOS DA BIOLOGIA CELULAR E MOLECULAR / 72H / 2023.1 / UNIVERSIDADE FEDERAL DE SÃO PAULO	XXXX / FUNDAMENTOS DA BIOLOGIA CELULAR E MOLECULAR / 72H / 2023.1 / UNIVERSIDADE FEDERAL DE SÃO PAULO									Indeferido
2024.3	BCJ0204-15	FENÔMENOS MECÂNICOS	60h	XXXX / MOVIMENTOS E INTERAÇÕES / 72H / 2023.2 / UNIVERSIDADE FEDERAL DE SÃO PAULO	XXXX / MOVIMENTOS E INTERAÇÕES / 72H / 2023.2 / UNIVERSIDADE FEDERAL DE SÃO PAULO									Deferido
2024.3	BCL0307-15	TRANSFORMAÇÕES QUÍMICAS	60h	XXXX / MISTURAS, SOLUÇÕES E REAÇÕES / 72H / 2023.2 / UNIVERSIDADE FEDERAL DE SÃO PAULO	XXXX / MISTURAS, SOLUÇÕES E REAÇÕES / 72H / 2023.2 / UNIVERSIDADE FEDERAL DE SÃO PAULO									Indeferido
2024.3	NHT1002-15	BIOÉTICA	24h	4246 / BIOÉTICA / 33,2H / 2020.2 / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS	4246 / BIOÉTICA / 33,2H / 2020.2 / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS									Deferido
2024.3	NHI5002-15	DIDÁTICA	48h	4219 / DIDÁTICA GERAL / 66,4H / 2018.2 / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS	4219 / DIDÁTICA GERAL / 66,4H / 2018.2 / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS									Deferido
2024.3	NHT3027-15	LABORATÓRIO DE FÍSICA I	36h	EFB207 / FÍSICA I / 160H / 2022.1 / INSTITUTO MAUÁ DE TECNOLOGIA	EFB207 / FÍSICA I / 160H / 2022.1 / INSTITUTO MAUÁ DE TECNOLOGIA									Indeferido
2024.3	NHT1062-15	EVOLUÇÃO	48h	4206 / EVOLUÇÃO I / 33,2H / 2017.2 / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS	4206 / EVOLUÇÃO I / 33,2H / 2017.2 / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS	4226 / EVOLUÇÃO II / 33,2H / 2019.1 / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS								Indeferido
2024.3	NHH2017-16	FILOSOFIA DA EDUCAÇÃO	48h	4201 / FILOSOFIA DA EDUCAÇÃO / 66,4H / 2017.1 / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS	4201 / FILOSOFIA DA EDUCAÇÃO / 66,4H / 2017.1 / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS									Indeferido
2024.3	NHZ5016-15	HISTÓRIA DA EDUCAÇÃO	48h	4203 / HISTÓRIA DA EDUCAÇÃO I/ 33,2H / 2017.1 / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS	4203 / HISTÓRIA DA EDUCAÇÃO I/ 33,2H / 2017.1 / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS	4207 / HISTÓRIA DA EDUCAÇÃO II / 33,2H / 2017.2 / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS								Deferido
2024.3	ESZP039-14	POLÍTICAS DE EDUCAÇÃO	48h	4231 / POLÍTICAS I / 33,2H / 2019.1 / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS	4231 / POLÍTICAS I / 33,2H / 2019.1 / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS	4238 / POLÍTICAS II / 33,2H / 2019.2 / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS								Deferido
2024.3	NHT1063-15	ZOOLOGIA DE INVERTEBRADOS I	72h	4212 / ZOOLOGIA I / 66,4H / 2017.2 / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS	4212 / ZOOLOGIA I / 66,4H / 2017.2 / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS	4218 / ZOOLOGIA II / 66,4H / 2018.1 / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS								Deferido
